Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
English,297673,The Brief Wondrous Life of Oscar Wao,3.89,"Things have never been easy for Oscar, a sweet but disastrously overweight, lovesick Dominican ghetto nerd. From his home in New Jersey, where he lives with his old-world mother and rebellious sister, Oscar dreams of becoming the Dominican J. R. R. Tolkien and, most of all, of finding love. But he may never get what he wants, thanks to the Fukœ-the curse that has haunted the Oscar's family for generations, dooming them to prison, torture, tragic accidents, and, above all, ill-starred love. Oscar, still waiting for his first kiss, is just its most recent victim. ",Junot Díaz,182608
English,5364,Dragonfly in Amber,4.31,Outlander.,Diana Gabaldon,212707
English,2784,Ways of Seeing,3.75," is one of the most stimulating and the most influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London) ",John Berger,157104
English,659469,The Hobbit,4.48,'The Hobbit' is the story of Bilbo Baggins…a quiet and contented hobbit whose life is turned upside down when he joins the wizard Gandalf and thirteen dwarves on their quest to,Chuck Dixon,159416
English,1078,The Good Earth,3.97,Hard times come upon Wang Lung and his family w,Pearl S. Buck,194142
English,20170404,Station Eleven,4.02,One snowy night a famous Hollywood actor slumps over and dies onstage dur,Emily St. John Mandel,192489
English,10692,The Historian,3.77,"What does the legend of Vlad the Impaler have to do with the modern world? Is it possible that the Dracula of myth truly existed—and that he has lived on, century after century, pursuing his own unknowable ends? Elizabeth Kostova's debut novel is an adventure of monumental proportions, a relentless tale that blends fact and fantasy, history and the present, with an assurance that is almost unbearably suspenseful—and utterly unforgettable.",Elizabeth Kostova,208707
English,18335634,Clockwork Princess,4.59,THE INFERNAL DEVICES WILL NEVER STOP COMING,Cassandra Clare,250391
English,42155,Something Blue,3.92," comes story of betrayal, redemption, and forgiveness",Emily Giffin,179297
English,18774964,En man som heter Ove,4.35,"Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him ",Fredrik Backman,255066
English,767680,If You Give a Mouse a Cookie,4.24,The consequences of giving a cookie to this energetic mouse run the young ho,Laura Joffe Numeroff,201165
English,10920,Cold Mountain,3.83,"Based on local history & family stories passed down by Frazier’s great-great-grandfather, ",Charles Frazier,191051
English,16101128,The 5th Wave,4.1,"lucky survive. After the 4th wave, only one rule applies: trust no one.",Rick Yancey,292419
English,12220,A Streetcar Named Desire,3.97, and ,Tennessee Williams,209820
English,4069,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,4.33,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945 Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory-known as logotherapy, from the Greek word logos (""meaning"")-holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.",Viktor E. Frankl,197315
English,50398,Northanger Abbey,3.8,"The story's heroine is Catherine Morland, an innocent seventeen-year-old woman from a country parsonage. While spending a few weeks in Bath with",Jane Austen,234335
English,56495,The Purpose Driven Life: What on Earth am I Here For?,3.9,"A #1 New York Times bestseller, The Purpose Driven Life will help you understand why you are alive and reveal God's amazing plan for you both here and now, and for eternity. Rick Warren will guide you through a personal forty-day spiritual journey that will transform your answer to life's most important question: What on earth am I here for? Knowing God's purpose for creating you will reduce your stress, focus your energy, simplify your decisions, give meaning to your life, and most important, prepare you for eternity. ",Rick Warren,178105
English,2248573,Brisingr,4.03,"It's been only months since Eragon first uttered ""brisingr"", an ancient language term for fire. Since then, he's not only learned to create magic with words — he's been challenged to his very core. Following the colossal battle against the Empires warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly",Christopher Paolini,228709
English,47212,Storm Front,4.02," at what he does. So when the Chicago P.D. has a case that transcends mortal creativity or capability, they come to him for answers. For th",Jim Butcher,221280
English,102868,A Study in Scarlet,4.15,In,Arthur Conan Doyle,222700
English,99107,Winnie-the-Pooh,4.34, was first published in 1926.,A.A. Milne,216397
English,9736930,Before I Go to Sleep,3.87,"S. J. Watson makes his debut with this fast-paced psychological thriller, reminiscent of Shutter Island and Memento.",S.J. Watson,215120
English,51738,Just Listen,4.06,"This year, she's the girl who has nothing: no best friend because mean-but-exciting Sophie dropped her, no peace at home since her older sister became anorexic, and no one to sit with at lunch. Until she meets Owen Armstrong.",Sarah Dessen,208909
English,676924,Betrayed: a House of Night Novel,3.93,"Zoey, High Priestess in training, has managed to settle in at the House of Night and come to terms with the vast powers the Vampyre Goddess Nyx has given her. Just as she finally feels she belongs, the unthinkable happens: human teenagers are being killed, and all evidence points to the House of Night. While d",P.C. Cast,213841
English,830,Snow Crash,4.02,"In reality, Hiro Protagonist delivers pizza for Uncle Enzo’s CosoNostra Pizza Inc., but in the Metaverse he’s a warrior prince. Plunging headlong into the enigma of a new computer virus that’s striking down hackers everywhere, he races along the neon-lit streets on a search-and-destroy mission for the shadowy virtual villain threatening to bring about infocalypse. Snow Crash is a mind-altering romp through a future America so bizarre, so outrageous…you’ll recognize it immediately.",Neal Stephenson,188709
English,6469165,What Alice Forgot,4.05,"So imagine Alice’s surprise when she comes to on the floor of a gym and is whisked off to the hospital where she discovers the honeymoon is truly over — she’s getting divorced, she has three kids and she’s actually 39 years old. Alice must reconstruct the events of a lost decade, and find",Liane Moriarty,209939
English,18079776,The Invention of Wings,4.23,"Hetty “Handful” Grimke, an urban slave in early nineteenth century Charleston, yearns for life beyond the suffocating walls that enclos",Sue Monk Kidd,195917
English,6482837,Before I Fall,3.92, bestselling author Lauren Oliver emerged as one of today's foremost authors of young adult fiction. Like Jay Asher's ,Lauren Oliver,235877
English,7315573,Fall of Giants,4.26,"It is 1911. The Coronation Day of King George V. The Williams, a Welsh coal-mining family is linked by romance and enmity to the Fitzherberts, aristocratic coal-mine owners. Lady Maud Fitzherbert falls in love with Walter von Ulrich, a spy at the German Embassy in London. Their destiny is entangled with that of an ambitious young aide to U.S. President Woodrow Wilson and to two orphaned Russian brothers, whose plans to emigrate to America fall foul of war, conscription and revolution. In a plot of unfolding drama and intriguing complexity, ""Fall Of Giants"" moves seamlessly from Washington to St Petersburg, from the dirt and danger of a coal mine to the glittering chandeliers of a palace, from the corridors of power to the bedrooms of the mighty.",Ken Follett,192482
English,9777,The God of Small Things,3.92,"The year is 1969. In the state of Kerala, on the southernmost tip of India, fraternal twins Esthappen and Rahel fashion a childhood for themselves in the shade of the wreck that is their family. Their lonely, lovely mother, Ammu, (who loves by night the man her children love by day), fled an abusive marriage to live with their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), and their enemy, Baby Kochamma (ex-nun and incumbent grandaunt). When Chacko's English ex-wife brings their daughter for a Christmas visit, the twins learn that things can change in a day, that lives can twist into new, ugly shapes, even cease forever, beside their river...",Arundhati Roy,183902
English,3869,A Brief History of Time: From the Big Bang to Black Holes,4.12,"In the ten years since its publication in 1988, Stephen Hawking's classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the technology of observing both the micro- and the macrocosmic worlds. These observations have confirmed many of Professor Hawking's theoretical predictions in the first edition of his book, including the recent discoveries of the Cosmic Background Explorer satellite (COBE), which probed back in time to within 300,000 years of the universe's beginning and revealed wrinkles in the fabric of space-time that he had projected. Eager to bring to his original text the new knowledge revealed by these observations, as well as his own recent research, Professor Hawking has prepared a new introduction to the book, written an entirely new chapter on wormholes and time travel, and updated the chapters throughout.",Stephen Hawking,184669
English,41804,"I, Robot",4.17,"1) A robot may not injure a human being or, through inaction, allow a human being to come to harm.",Isaac Asimov,211513
English,6320534,Under the Dome,3.89,"On an entirely normal, beautiful fall day in Chester's Mill, Maine, the town is inexplicably and suddenly sealed off from the rest of the world by an invisible force field. Planes crash into it and fall from the sky in flaming wreckage, a gardener's hand is severed as ""the dome"" comes down on it, people running errands in the neighboring town are divided from their families, and cars explode on impact. No one can fathom what this barrier is, where it came from, and when -- or if -- it will go away. ",Stephen King,202960
English,4929,海辺のカフカ [Umibe no Kafuka],4.13," is powered by two remarkable characters: a teenage boy, Kafka Tamura, who runs away from home either to escape a gruesome oedipal prophecy or to search for his long-missing mother and sister; and an aging simpleton called Nakata, who never recovered from a wartime affliction and now is drawn toward Kafka for reasons that, like the most basic activities of daily life, he cannot fathom.",Haruki Murakami,198043
English,28877,Red Dragon,4.02,"Will Graham stands in a silent, empty house communing with a killer. An FBI instructor with a gift for hunting madmen, Graham knows what his murderer looks like, how he thinks, and what he did to his victims after they died. Now Graham must try to catch him. But to do it, he must feel the heat of a killer's brain, draw on the macabre advice of a dangerous mental patient, Dr. Hannibal Lecter, and follow a trail of microscopic clues to the place where another family has already been chosen to die--and where an innocent woman has found the Dragon first.",Thomas Harris,207175
English,42899,Dark Lover,4.21,"The only purebred vampire left on earth, Wrath has a score",J.R. Ward,240287
English,12127750,The Mark of Athena,4.47," best-selling Heroes of Olympus, Kane Chronicles, and Percy Jackson and the Olympians series.",Rick Riordan,302191
English,34497,The Colour of Magic,3.98, is Terry Pratchett's maiden voyage through the now-legendary land of Discworld. This is where it all begins -- with the tourist Twoflower and his wizard gui,Terry Pratchett,228112
English,7791997,Crescendo,4.07,"Nora Grey's life is still far from perfect. Surviving an attempt on her life wasn't pleasant, but at least she got a guardian angel out of it. A mysterious, magnetic, gorgeous guardian angel. But despite his role in her life, Patch has been acting anything but angelic. He's more elusive than ever (if that's possible) and what's worse, he seems to be spending time with Nora's archenemy, Marcie Millar.",Becca Fitzpatrick,235239
English,92303,The Importance of Being Earnest,4.17,Cecily Cardew and Gwendolen Fairfax,Oscar Wilde,234490
English,46799,Go Ask Alice,3.77," It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean",Beatrice Sparks,206332
English,310612,A Confederacy of Dunces,3.89,". This 30-year-old medievalist lives at home with his mother in New Orleans, pens his magnum opus on Big Chief writing pads he keeps hidden under his bed, and relays to anyone who will listen the traumatic experience he once had on a Greyhound Scenicruiser bound for Baton Rouge. (""Speeding along in that bus was like hurtling into the abyss."") But Ignatius's quiet life of tyrannizing his mother and writing his endless comparative history screeches to a halt when he is almost arrested by the overeager Patrolman Mancuso--who mistakes him for a vagrant--and then involved in a car accident with his tipsy mother behind the wheel. One thing leads to another, and before he knows it, Ignatius is out pounding the pavement in search of a job.",John Kennedy Toole,186658
English,3478,Message in a Bottle,3.95,"Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a t",Nicholas Sparks,192933
English,119073,Il nome della rosa,4.11,"The year is 1327. Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Bacon - all sharpened to a glistening edge by wry humor and a ferocious curiosity. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey, where ""the most interesting things happen at night.""",Umberto Eco,227050
English,6479259,Spirit Bound,4.37,"Scorpio Richelle Mead is a New York Times and USA Today bestselling author of urban fantasy books for both adults and teens. Originally from Michigan, Richelle now lives in Seattle, Washington where she works on her three series full-time: Georgina Kincaid, Dark Swan, and Vampire Academy.",Richelle Mead,235901
English,862041,Complete Harry Potter Boxed Set,4.74,"The exciting tales of Harry Potter, the young wizard-in-training, have taken the world by storm, and fans just can't get enough of the magical world of Hogwarts and beyond. If you buy one of the Harry Potter books, we guarantee you'll want the next... and the next... and the next -- so why not have them all, right at your fingertips? With the Harry Potter Boxed Set (Years 1-7), Barnes & Noble.com offers simple one-stop shopping for your Harry Potter library! As easy as the wave of a magic wand, you can get all seven Harry Potter books delivered to your doorstep at once.",J.K. Rowling,205692
English,5996153,Blood Promise,4.35,"The recent attack on St. Vladimir's Academy devastated the entire Moroi world. Many are dead. And, for the few victims carried off by Strigoi, their fates are even worse. A rare tattoo now adorns Rose's neck, a mark that says she's killed far too many Strigoi to count. But only one victim matters ... Dimitri Belikov. Rose must n",Richelle Mead,245409
English,16248068,The Elite,4.02,"Now with the group narrowed down to the six Elite, the competition to win Prince Maxon's heart is fiercer than ever—and America is still struggling to decide where her heart truly lies. Is it with Maxon, who could make her life a fairy tale? Or with her first love, Aspen?",Kiera Cass,273318
English,8683812,The Paris Wife,3.79,"Chicago, 1920: Hadley Richardson is a quiet twenty-eight-year-old who has all but given up on love and happiness—until she meets Ernest Hemingway and her life changes forever. Follow",Paula McLain,209067
English,6948436,The Other Hand,3.7,"Chris Cleave was born in London and spent his early years in Cameroon. He studied experimental psychology at Balliol College, Oxford. His debut novel, INCENDIARY, won a 2006 Somerset Maugham Award, was shortlisted for the 2006 Commonwealth Writers' Prize, and is now a feature film. His second novel, LITTLE BEE, is a New York Times #1 bestseller with over 2 million copies in print. GOLD is his thir",Chris Cleave,198861
English,6327,The Witches,4.17,"This is not a fairy-tale. This is about REAL WITCHES. Real witches don't ride around on broomsticks. They don't even wear black cloaks and hats. They are vile, cunning, detestable creatures who disguise themselves as nice, ordinary ladies. So how can you tell when you're face to face with one? Well, if you don't know yet you'd better find out quickly-because there's nothing a witch loathes quite as much as children and she'll wield all kinds of terrifying powers to get rid of them. Ronald Dahl has done it again! Winner of the 1983 Whitbread Award, the judges' decision was unanimous: ""funny, wise, deliciously disgusting, a real book for children. From the first paragraph to the last, we felt we were in the hands of a master"".",Roald Dahl,236393
English,3975774,Evermore,3.59,"After a horrible accident claims the lives of her family, sixteen-year-old Ever Bloom can see people's auras, hear their thoughts, and know someone's entire life story by touching them. Going out of her way to avoid human contact to suppress her abilities, she has been branded a freak at her new high school — but everything changes when she meets Damen Auguste.",Alyson Noel,236684
English,40440,The Thirteenth Tale,3.95,All children mythologize,Diane Setterfield,229776
                                  ,7190,Les Trois Mousquetaires,4.06,"Under the watchful eye of their patron M. de Treville, the four defend the honour of the regiment against th",Alexandre Dumas,223112
English,1842,"Guns, Germs, and Steel: The Fates of Human Societies",4.0,"Until around 11,000 b.c., all peoples were still Stone Age hunter/gatherers. At that point, a great divide occurred in the rates that human societies evolved. In Eurasia, parts of the Americas, and Africa, farming became the prevailing mode of existen",Jared Diamond,187002
English,5826,Bel Canto,3.92,"In an unnamed South American country, a world-renowned soprano sings at a birthday party in honor of a visiting Japanese industrial titan. Alas, in the opening sequence, a ragtag band of 18 terrorists enters the vice-presidential mansion through the air conditioning ducts. Their quarry is the president, who has unfortunately stayed home to watch a favorite soap opera. And thus, from the beginning, things go awry.",Ann Patchett,201520
English,9375,Fried Green Tomatoes at the Whistle Stop Cafe,4.26," of two women -- of the irrepressibly daredevilish tomboy Idgie and her friend Ruth, who back in the thirties ran a little place in Whistle Stop, Alabama, a Southern kind of Cafe Wobegon offering",Fannie Flagg,218010
English,627206,Drawing on the Right Side of the Brain,3.84," was first published in 1979, it hit the ",Betty Edwards,224451
English,4980,Breakfast of Champions,4.08," one of Kurt Vonnegut’s  most beloved characters, the aging writer Kilgore Trout, finds to his horror that a Midwest car dealer is taking his fiction as truth. What follows is murderously funny satire, as Vonnegut looks at war, sex, racism, success, politics, and pollution in America and reminds us how to see the truth.",Kurt Vonnegut Jr.,188131
English,567795,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,"Are you and your spouse speaking the same language? While love is a many splendored thing, it is sometimes a very confusing thing, too. And as people come in all varieties, shapes, and sizes, so do their choices of personal expressions of love. But more often than not, the giver and the receiver express love in two different ways. This can lead to misunderstanding, quarrels, and even divorce.",Gary Chapman,197842
English,37781,Things Fall Apart,3.61,"THINGS FALL APART tells two overlapping, intertwining stories, both of which center around Okonkwo, a “strong man” of an Ibo village in Nigeria. The first of these stories traces Okonkwo's fall from grace with the tribal world in which he lives, and in its classical purity of line and economical beauty it provides us with a powerful fable about the immemorial conflict between the individual and society. ",Chinua Achebe,215120
English,391729,The Tell-Tale Heart,4.15,"Edgar Allan Poe remains the unsurpassed master of works of mystery and madness in this outstanding collection of Poe's prose and poetry are sixteen of his finest tales, including ""The Tell-Tale Heart"", ""The Murders in the Rue Morgue"", ""The Fall of the House of Usher,"" ""The Pit and the Pendulum,"" ""William Wilson,"" ""The Black Cat,"" ""The Cask of Amontillado,"" and ""Eleonora"". Here too is a major selection of what Poe characterized as the passion of his life, his poems - ""The Raven,"" ""Annabel Lee,"" Ulalume,"" ""Lenore,"" ""The Bells,"" and more, plus his glorious prose poem ""Silence - A Fable"" and only full-length novel, The Narrative of Arthur Gordon Pym.",Edgar Allan Poe,197908
English,11367726,Defending Jacob,3.97,Andy Barber has been an assistant district attorney in his suburban Massachusetts county for more than twenty,William Landay,203873
English,10534,孫子兵法 [Sūnzi bīngfǎ],3.95, is still perhaps the most prestigious and influential book of strategy in t,Sun Tzu,207017
English,10799,A Farewell to Arms,3.79,". He volunteered for ambulance service in Italy, was wounded, and twice decorated. Out of his experiences came ",Ernest Hemingway,209000
English,1097,Fast Food Nation : The Dark Side of the All-American Meal ,3.73,Schlosser's myth-shattering survey stretches from Cal,Eric Schlosser,183945
English,33722,The Undomestic Goddess,3.82,"Going into utter meltdown, she walks out of her London office, gets on a train, and ends up in the middle of nowhere. Asking for directions at a big, beautiful house, she’s mistaken for an interviewee and finds herself being offered a",Sophie Kinsella,210912
English,22328,Neuromancer,3.88," the world, a global consensus- hallucination, the representation of every byte of data in cyberspace . . .",William Gibson,203825
English,343,Das Parfum. Die Geschichte eines Mörders,4.0,"In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift — an absolute sense of smell. As a boy, he",Patrick Süskind,225592
English,3367956,Hotel on the Corner of Bitter and Sweet,3.98,"In the opening pages of Jamie Ford’s stunning debut novel, Hotel on the Corner of Bitter and Sweet, Henry Lee c",Jamie Ford,213087
English,3950967,The Tales of Beedle the Bard,4.06,". Now, thanks to Hermione Granger’s new translation from the ancient runes, we present this stunning edition with an introduction, notes, and illustrations by J. K. Rowling, and extensive commentary by Albus Dumbledore. ",J.K. Rowling,321095
English,46170,For Whom the Bell Tolls,3.96,"Ernest Miller Hemingway was an American author and journalist. His economical and understated style had a strong influence on 20th-century fiction, while his life of adventure and his public image influenced later generations. Hemingway produced most of his work between the mid-1920s and the mid-1950s, and won the Nobel Prize in Literature in 1954. He published seven novels, six short story collections and two non-fiction works. Three novels, four collections of short stories and three non-fiction works were published posthumously. Many of these are considered classics of American literature.",Ernest Hemingway,207558
English,2802316,Shadow Kiss,4.37,"Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend,",Richelle Mead,280886
English,7896527,Throne of Glass,4.24,Her opponents are men-thieves and assas,Sarah J. Maas,335997
English,7784,The Lorax,4.35,"""UNLESS someone like you...cares a whole awful lot...nothing is going to get better...It's not."" Long before saving the earth became a global concern, Dr. Seuss, speaking through his character the Lorax, warned against mindless progress and the danger it posed to the earth's natural beauty. His classic cautionary tale is now available in an irresistible mini-edition, perfect for backpack or briefcase, for Arbor Day, Earth Day, and every day.",Dr. Seuss,230924
English,389627,Greg Heffley's Journal,3.96,"It’s a new school year, and Greg Heffley finds himself thrust into middle school, where undersized weaklings share the hallways with kids who are taller, meaner, and already shaving. The hazards of growing up before you’re ready are uniquely revealed through words and drawings as Greg records them in his diary.",Jeff Kinney,269040
English,51496,The Strange Case of Dr Jekyll and Mr Hyde,3.79,"Robert Louis Balfour Stevenson was a Scottish novelist, poet, and travel writer, and a leading representative of English literature. He was greatly admired by many authors, including Jorge Luis Borges, Ernest Hemingway, Rudyard Kipling and Vladimir Nabokov.",Robert Louis Stevenson,262613
English,68428,Mistborn : The Final Empire,4.43,"In Brandon Sanderson's intriguing tale of love, loss, despair and hope, a new kind of magic enters the stage —",Brandon Sanderson,242434
English,50,Hatchet,3.68,Brian had been distraught over his parents' im,Gary Paulsen,234676
English,17250,The Crucible,3.55,"""I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history,"" Arthur Miller wrote of his classic play about the witch-hunts and trials in seventeenth-century Salem, Massachusetts. Based on historical people and real events, Miller's drama is a searing portrait of a community engulfed by hysteria. In the rigid theocracy of Salem, rumors that women are practicing witchcraft galvanize the town's most basic fears and suspicions; and when a young girl accuses Elizabeth Proctor of being a witch, self-righteous church leaders and townspeople insist that Elizabeth be brought to trial. The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminate the destructive power of socially sanctioned violence.",Arthur Miller,254858
English,1241,A Million Little Pieces,3.62,"At the age of 23, James Frey woke up on a plane to find his front teeth knocked out and his nose broken. He had no idea where the plane was headed nor any recollection of the past two weeks. An alcoholic for ten years and a crack addict for three, he checked into a treatment facility shortly after landing. There he was told he could either stop using or die before he reached age 24. This is Frey's acclaimed account of his six weeks in rehab.",James Frey,190633
English,2282133,Frostbite,4.3,"It’s winter break at St. Vladimir’s, but Rose is feeling anything but festive. A massive Strigoi attack has put the school on high alert, and now the Academy’s crawling with Guardians—including Rose’s hard-hitting mother, Janine Hathaway. And if hand-to-hand combat with her mom wasn’t bad e",Richelle Mead,271166
English,8520610,Quiet: The Power of Introverts in a World that Can't Stop Talking,4.04,"At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking, reading to partying; who innovate and create but dislike self-promotion; who favor working on their own over brainstorming in teams. Although they are often labeled ""quiet,"" it is to introverts that we owe many of the great contributions to society--from van Gogh’s sunflowers to the invention of the personal computer.",Susan Cain,224129
English,233818,Island of the Blue Dolphins,3.8,"In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind.",Scott O'Dell,247177
English,6567017,"Will Grayson, Will Grayson",3.83,"It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the sa",John Green,257094
English,5168,Where the Heart Is,4.0,"Talk about unlucky sevens. An hour ago, seventeen-year-old, seven months pregnant Novalee Nation was heading for California with her boyfriend. Now she finds herself stranded at a Wal-Mart in Sequoyah, Oklahoma, with just $7.77 in change. But Novalee is about to discover hidden treasures in this small Southwest town--a group of down-to-earth, deeply caring people willing to help a homeless, jobless girl living secretly in a Wal-Mart. From Bible-thumping blue-haired Sister Thelma Husband to eccentric librarian Forney Hull who loves Novalee more than she loves herself, they are about to take her--and you, too--on a moving, funny, and unforgettable journey to . . . Where the Heart Is.",Billie Letts,210996
English,33917,The Namesake,3.96," established this young writer as one the most brilliant of her generation. Her stories are one of the very few debut works -- and only a handful of collections -- to have won the Pulitzer Prize for fiction. Among the many other awards and honors it received were the New Yorker Debut of the Year award, the PEN/Hemingway Award, and the",Jhumpa Lahiri,193859
English,8667848,A Discovery of Witches,3.99,"Deep in the stacks of Oxford's Bodleian Library, young scholar Diana Bishop unwittingly calls up a bewitched alchemical manuscript in the course of her research. Descended from an old and distinguished line of witches, Diana wants nothing to d",Deborah Harkness,251682
English,11297,ノルウェイの森 [Noruwei no Mori],4.02,"Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman.",Haruki Murakami,220862
English,7864437,The Death Cure,3.77,What WICKED doesn’t know is that Thomas remembers far more than they think. And it’s enough to prove that he can’t believe a word of what they say.,James Dashner,259799
English,1852,The Call of the Wild,3.83, has never been out of print.,Jack London,250845
English,16793,Stardust,4.07,"Young Tristran Thorn will do anything to win the cold heart of beautiful Victoria—even fetch her the star they watch fall from the night sky. But to do so, he must enter the unexplored lands on the other side of the ancient wall that gives their tiny village its name. Beyond that old stone wall, Tristran learns, lies Faerie—where nothing, not even a fallen star, is what he imagined.",Neil Gaiman,274066
English,21,A Short History of Nearly Everything,4.19,"In Bryson's biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the world’s most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds. ",Bill Bryson,208343
English,7090447,The Red Pyramid,4.07,"One night, Dr. Kane brings the siblings together for a ""research experiment"" at the British Museum, where he hopes to set things right for his famil",Rick Riordan,245768
English,22232,Stargirl,3.75, Then they turn on her. Stargirl is suddenly shunned for everything,Jerry Spinelli,247269
English,350,Stranger in a Strange Land,3.91,"Robert Anson Heinlein was an American novelist and science fiction writer. Often called ""the dean of science fiction writers"", he is one of the most popular, influential, and controversial authors of ""hard science fiction"". ",Robert A. Heinlein,230604
English,10176,Dress Your Family in Corduroy and Denim,4.09,"David Sedaris plays in the snow with his sisters. He goes on vacation with his family. He gets a job selling drinks. He attends his brother's wedding. He mops his sister's floor. He gives directions to a lost traveler. He eats a hamburger. He has his blood sugar tested. It all sounds so normal, doesn't it? In this collection of essays, Sedaris lifts the corner of ordinary life, revealing the absurdity teeming below its surface. His world is alive with obscure desires and hidden motives--a world where forgiveness is automatic and an argument can be the highest form of love. Dress Your Family in Corduroy and Denim is another unforgettable collection from one of the wittiest and most original writers at work today.",David Sedaris,205389
English,119324,The Subtle Knife,4.1,"Each is searching—Lyra for the meaning of Dark Matter, Will for his missing father—but what they find instead is a deadly secret, a knife of untold power. And neither",Philip Pullman,272592
English,5805,V for Vendetta,4.25, stands as one of the highest achievements of the comics medium and a defining work for creators Alan Moore and David Lloyd.,Alan Moore,221363
English,14995,Odd Thomas,3.94,Maybe he has a g,Dean Koontz,214778
English,6319,The BFG,4.22,When Sophie hears that they are flush-bunking of,Roald Dahl,267490
English,113946,How the Grinch Stole Christmas!,4.36,"Dr. Seuss's small-hearted Grinch ranks right up there with Scrooge when it comes to the crankiest, scowling holiday grumps of all time. For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His ""wonderful, awful"" idea is to don a Santa outfit, strap heavy antlers on his poor, quivering dog Max, construct a makeshift sleigh, head down to Whoville, and strip the chafingly cheerful Whos of their Yuletide glee once and for all.",Dr. Seuss,258161
English,2203,John Adams,4.05,"In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. ",David McCullough,222731
English,7082,Do Androids Dream of Electric Sheep?,4.08,"Somewhere among the hordes of humans out there, lurked several rogue androids. Deckard's assignment--find them and then...""retire"" them. Trouble was, the androids all looked exactly like humans, and they didn't want to be found!",Philip K. Dick,247186
